1.000000000000000000e+02,9.999999999999999547e-07,3.000000000000001363e-04,6.000000000000000000e+02,1.000000000000000000e+05
1.003461582929994336e+02,1.005427269998493943e-06,3.012705468899508810e-04,6.012606303151575275e+02,1.006403201600800385e+05
1.006935148416370964e+02,1.010883995256622392e-06,3.025464747445667920e-04,6.025212606303151688e+02,1.012806403201600770e+05
1.010420737937740512e+02,1.016370335636036179e-06,3.038278063530743759e-04,6.037818909454726963e+02,1.019209604802401154e+05
1.013918393116299086e+02,1.021886451865992924e-06,3.051145646012159247e-04,6.050425212606303376e+02,1.025612806403201539e+05
1.017428155718317839e+02,1.027432505548072632e-06,3.064067724716580980e-04,6.063031515757878651e+02,1.032016008004002069e+05
1.020950067654649018e+02,1.033008659160909012e-06,3.077044530444038111e-04,6.075637818909455063e+02,1.038419209604802454e+05
1.024484170981218938e+02,1.038615076064957419e-06,3.090076294972023347e-04,6.088244122061030339e+02,1.044822411205602839e+05
1.028030507899538009e+02,1.044251920507268312e-06,3.103163251059647609e-04,6.100850425212606751e+02,1.051225612806403224e+05
1.031589120757196554e+02,1.049919357626304755e-06,3.116305632451791445e-04,6.113456728364182027e+02,1.057628814407203608e+05
1.035160052048378674e+02,1.055617553456788076e-06,3.129503673883283544e-04,6.126063031515758439e+02,1.064032016008003993e+05
1.038743344414361331e+02,1.061346674934547561e-06,3.142757611083089550e-04,6.138669334667333715e+02,1.070435217608804378e+05
1.042339040644032480e+02,1.067106889901419049e-06,3.156067680778525271e-04,6.151275637818908990e+02,1.076838419209604763e+05
1.045947183674392562e+02,1.072898367110167048e-06,3.169434120699479111e-04,6.163881940970485402e+02,1.083241620810405147e+05
1.049567816591076621e+02,1.078721276229417216e-06,3.182857169582674057e-04,6.176488244122060678e+02,1.089644822411205678e+05
1.053200982628859776e+02,1.084575787848634162e-06,3.196337067175910175e-04,6.189094547273637090e+02,1.096048024012006063e+05
1.056846725172182175e+02,1.090462073483115764e-06,3.209874054242358582e-04,6.201700850425212366e+02,1.102451225612806447e+05
1.060505087755658735e+02,1.096380305579026239e-06,3.223468372564863025e-04,6.214307153576788778e+02,1.108854427213606832e+05
1.064176114064606935e+02,1.102330657518434932e-06,3.237120264950252291e-04,6.226913456728364054e+02,1.115257628814407217e+05
1.067859847935560680e+02,1.108313303624402533e-06,3.250829975233682440e-04,6.239519759879940466e+02,1.121660830415207602e+05
1.071556333356801929e+02,1.114328419166094832e-06,3.264597748282988790e-04,6.252126063031515741e+02,1.128064032016007986e+05
1.075265614468877260e+02,1.120376180363904086e-06,3.278423830003059048e-04,6.264732366183091017e+02,1.134467233616808371e+05
1.078987735565133761e+02,1.126456764394618043e-06,3.292308467340224871e-04,6.277338669334667429e+02,1.140870435217608756e+05
1.082722741092239289e+02,1.132570349396617545e-06,3.306251908286683781e-04,6.289944972486242705e+02,1.147273636818409141e+05
1.086470675650721915e+02,1.138717114475081545e-06,3.320254401884908078e-04,6.302551275637819117e+02,1.153676838419209671e+05
